-0.07458205	0.0070661637	0.08425185	0.1420617	-0.055549	0.044459857	0.17125992	0.024480214	-0.035508074	-0.021755027	-0.08171515	0.11124176	0.14907396	0.11372374	-0.042099632	0.0030322683
0.05541002	0.15742734	0.032431893	0.0733803	-0.09194986	-0.0910183	0.1306733	0.06572435	0.008480544	0.13716313	-0.0087316185	0.05378562	0.05937487	0.09991327	-0.1909109	0.077077106
0.16607243	0.23690452	-0.18293217	-0.12608606	0.1650221	-0.18276525	-0.1334509	0.17000511	0.24335843	0.18367818	0.22024158	-0.09701467	-0.12949945	-0.14334016	-0.27098778	0.21332373
0.060132515	0.16100296	-0.015747057	0.059706982	-0.022211952	-0.10103322	0.16150828	0.0907814	0.08482103	0.1018773	0.008709109	0.068439394	0.031143235	0.108746566	-0.17396821	0.0487817
0.107542336	0.09998385	-0.044508327	-0.03809518	0.02136686	-0.033939403	0.11909939	0.08677952	0.09191794	0.0664401	0.030434573	-0.022862988	-0.042297363	0.01827869	-0.16859467	0.13155574
-0.04997046	0.08116939	0.12977396	0.14154	-0.16943836	0.02753957	0.21872084	-0.029634913	-0.056321766	0.0072153164	-0.083533995	0.15734506	0.18134034	0.16359054	-0.091855586	-0.051731013
0.07501256	0.20547006	-0.033178963	-0.019135982	0.06458833	-0.10482686	0.05026327	0.15982163	0.118300475	0.17259002	0.06318409	-0.016626054	0.007467506	0.03845772	-0.1762667	0.15535398
0.098977774	0.1670827	-0.09609936	-0.09286103	0.019463187	-0.14438424	0.016137045	0.10402598	0.11317999	0.1047664	0.055309605	-0.07313179	-0.0048531	-0.034785345	-0.1506948	0.07147964
0.14959578	0.25770894	-0.10721584	-0.101080604	0.051659733	-0.2581855	-0.0476413	0.24771093	0.16972663	0.24566048	0.19832574	-0.054506276	-0.08702307	-0.042565674	-0.2415122	0.19351928
0.0984172	0.25009513	-0.03968191	0.047794145	0.013395484	-0.1520151	0.08447932	0.15569937	0.1374996	0.15707006	0.16329943	-0.02862116	0.05684462	0.085943855	-0.25347343	0.08440212
-0.079693355	0.055663418	0.13613226	0.19008042	-0.22647786	0.052395422	0.16985784	0.0034925041	-0.06557334	-0.05396143	-0.09000832	0.20566565	0.20610622	0.14712703	-0.12516983	-0.10163235
-0.0019574263	0.062629424	0.11718022	0.07260587	-0.12917677	-0.052123614	0.15694246	0.051408414	-0.010393419	0.058766544	-0.026647856	0.11526759	0.093294375	0.11996363	-0.13777657	-0.025519483
-0.08767977	0.030080162	0.10388321	0.20711552	-0.1646369	0.019367795	0.23122032	-0.066258386	-0.07895318	-0.043526288	-0.05908645	0.17938149	0.16384183	0.22554938	-0.053038258	-0.03038087
0.16728744	0.160969	-0.12325608	-0.13266753	0.12941687	-0.110020325	-0.11124933	0.15829058	0.15538508	0.15344884	0.13206095	-0.103953175	-0.059698977	-0.09078499	-0.20866911	0.1565525
0.056317374	0.09864953	0.048659857	0.029356219	-0.0457992	-0.037804596	0.103829436	0.07636784	0.0030962161	0.05836587	0.029435648	0.03654633	0.039399236	0.060602337	-0.15513992	0.09301857
0.05663962	0.08869954	0.022292284	0.003720048	-0.07199343	-0.016252922	0.056962505	0.09200159	0.015728895	0.09021244	-0.026011284	0.07694841	0.03183734	0.014475149	-0.18831208	0.021156577
-0.09965427	0.113381796	0.12480168	0.18447882	-0.17613387	0.01455762	0.19738446	-0.015947131	-0.033750296	0.031010792	-0.06675257	0.1333055	0.1842181	0.12671526	-0.17432107	-0.032309107
-0.022378398	0.024108183	0.12184145	0.14367555	-0.16022646	0.014027365	0.17844437	0.033168238	-0.004598787	0.05855711	-0.01779589	0.13972998	0.113941334	0.1562394	-0.11014638	-0.06961215
0.044823308	0.11744403	0.045648407	0.0018932644	0.004080448	-0.060436055	0.10612725	0.09549141	0.019121137	0.096439436	0.018676933	0.011154704	0.008817997	0.027195344	-0.13609691	0.040532224
-0.057577685	0.07971708	0.042067397	0.12094339	-0.15358484	0.015205553	0.12395365	0.04649315	0.031031376	0.07239996	0.003308855	0.0985047	0.12893759	0.13940717	-0.09253976	-0.02064098
